3074349,1.0
3074421,670.0
3074431,672.0
3074438,669.0
3074442,669.0
3074452,669.0
3074459,669.0
3074466,670.0
3074479,670.0
3074486,0.0
3074496,0.0
3074502,0.0
3074511,0.0
3074523,0.0
3074533,0.0
3074541,0.0
3074545,0.0
3074553,0.0
3074564,0.0
3074584,0.0
3074588,0.0
3074612,0.0
3074618,0.0
3074629,0.0
3074642,0.0
3074658,0.0
3074682,1.0
3074703,0.0
3074706,0.0
3074741,0.0
3074745,0.0
3074783,0.0
3074787,0.0
3075006,0.0
3075009,1.0
3075016,0.0
3075025,0.0
3075036,0.0
3075095,0.0
3075128,0.0
3075144,0.0
3075149,0.0
3075153,1.0
3075170,0.0
3075174,0.0
3075180,0.0
3075191,0.0
3075200,0.0
3075223,0.0
3075232,0.0
3075272,0.0
3075279,0.0
3075289,0.0
3075299,0.0
3075306,0.0
3075315,0.0
3075326,0.0
3075349,0.0
3075363,0.0
3075369,0.0
3075382,0.0
3075395,0.0
3075400,0.0
3075423,0.0
3075455,0.0
3075468,0.0
3075503,674.0
3075538,669.0
3075541,669.0
3075583,669.0
3075587,670.0
3075591,671.0
3075607,670.0
3075611,675.0
3075622,669.0
3075627,669.0
3075639,669.0
3075651,670.0
3075663,670.0
3075673,670.0
3075682,671.0
3075688,674.0
3075743,670.0
3075753,670.0
3075757,670.0
3075767,669.0
3075771,671.0
3075783,671.0
3075793,670.0
3075797,674.0
3075801,669.0
3075811,669.0
3075819,669.0
3075828,669.0
3075839,671.0
3075848,671.0
3075860,670.0
3075866,675.0
3075875,669.0
3075887,670.0
3075892,670.0
3075901,669.0
3075911,670.0
3075920,671.0
3075932,670.0
3075938,674.0
3075944,669.0
3075958,669.0
3075964,669.0
3075973,670.0
3075988,670.0
3075994,671.0
3075998,670.0
3076010,674.0
3076022,668.0
3076049,669.0
3076064,669.0
3076082,670.0
3076092,670.0
3076098,670.0
3076111,671.0
3076118,673.0
3076125,669.0
3076135,669.0
3076143,669.0
3076165,670.0
3076175,671.0
3076182,671.0
3076193,670.0
3076222,675.0
3076226,669.0
3076230,669.0
3076240,669.0
3076252,668.0
3076279,671.0
3076283,672.0
3076292,671.0
3076298,674.0
3076320,669.0
3076329,670.0
3076339,669.0
3076348,669.0
3076369,671.0
3076377,672.0
3076383,386.0
3076412,674.0
3076417,669.0
3076426,669.0
3076443,665.0
3076447,669.0
3076467,671.0
3076477,33.0
3076483,670.0
3076493,675.0
3076518,668.0
3076522,0.0
3076531,669.0
3076551,670.0
3076559,53.0
3076570,531.0
3076578,671.0
3076599,674.0
3076607,0.0
3076631,669.0
3076635,670.0
3076641,669.0
3076650,289.0
3076664,670.0
3076675,671.0
3076696,675.0
3076710,668.0
3076714,669.0
3076726,669.0
3076736,669.0
3076754,671.0
3076764,671.0
3076774,671.0
3076784,674.0
3076793,669.0
3076828,669.0
3076832,670.0
3076836,669.0
3076846,671.0
3076855,670.0
3076879,671.0
3076885,674.0
3076894,669.0
3076907,670.0
3076934,670.0
3076940,669.0
3076946,671.0
3076954,670.0
3078415,671.0
3078425,675.0
3078437,674.0
3078447,669.0
3078457,669.0
3078468,669.0
3078478,669.0
3078488,670.0
3078497,670.0
3078508,670.0
3078517,675.0
3078525,669.0
3078534,670.0
3078558,670.0
3078562,669.0
3078568,670.0
3078580,671.0
3078584,671.0
3078593,674.0
3078602,670.0
3078611,670.0
3078622,669.0
3078631,669.0
3078642,670.0
3078650,639.0
3078657,670.0
3078667,674.0
3078675,669.0
3078684,670.0
3078705,669.0
3078714,670.0
3078724,670.0
3078733,521.0
3078753,670.0
3078762,674.0
3078769,0.0
3078789,0.0
3078799,669.0
3078806,378.0
3078833,0.0
3078840,601.0
3078853,671.0
3078859,674.0
3078867,0.0
3078878,669.0
3078903,670.0
3078908,551.0
3078917,130.0
3078928,671.0
3078937,671.0
3078973,0.0
3078991,515.0
3079008,670.0
3079012,503.0
3079021,0.0
3079032,670.0
3079039,670.0
3079050,0.0
3079070,1.0
3079074,669.0
3079080,633.0
3079089,0.0
3079098,589.0
3079106,672.0
3079128,0.0
3079138,0.0
3079145,674.0
3079155,669.0
3079175,0.0
3079183,17.0
3079193,670.0
3079204,257.0
3079234,0.0
3079240,593.0
3079245,674.0
3079252,0.0
3079273,0.0
3079282,669.0
3079291,616.0
3079300,0.0
3079339,60.0
3079344,671.0
3079351,1.0
3079360,0.0
3079383,627.0
3079386,669.0
3079395,0.0
3079402,0.0
3079411,670.0
3079424,536.0
3079441,0.0
3079452,321.0
3079459,670.0
3079470,499.0
3079489,0.0
3079499,671.0
3079506,671.0
